author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Mohamed Ramadan Alsid,Riconoscimento di forme in sequenze di immagini video.,"Polytechnic University of Bari, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0020749,,,,,,,,,,,,,,,,,
Anna Boletti,Innovative solutions for high-bit rate backplane based datacom interconnection.,"Polytechnic University of Milan, Italy",2014,,https://hdl.handle.net/10589/89401,,,,,,,,,,,,,,,,,
Eleonora D'Andrea,Computational Intelligence for classification and forecasting of solar photovoltaic energy production and energy consumption in buildings.,"University of Pisa, Italy",2013,,"https://etd.adm.unipi.it/theses/available/etd-05022013-142830/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BVE0653146",,,,,,,,,,,,,,,,,
Ida Maria Savino,Security and Reconfigurability in Networked Embedded Systems.,"University of Pisa, Italy",2008,,https://etd.adm.unipi.it/theses/available/etd-04092008-205207/,,,,,,,,,,,,,,,,,
Gabriele Cestra,Una metodologia ed un framework per lo sviluppo di enterprise rich internet applications.,"University of L'Aquila, Italy",2013,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BVE0619562,,,,,,,,,,,,,,,,,
Simone Coscetti,Studies on nVidia GPUs in parallel computing for Lattice QCD and Computational Fluid Dynamics applications.,"University of Pisa, Italy",2016,,"https://etd.adm.unipi.it/theses/available/etd-05232016-095351/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20017202",,,,,,,,,,,,,,,,,
Luca Pedrelli,Deep Reservoir Computing: A Novel Class of Deep Recurrent Neural Networks.,"University of Pisa, Italy",2019,,https://etd.adm.unipi.it/theses/available/etd-02282019-191815/,,,,,,,,,,,,,,,,,
Antonino Armato,Implementation of new assistive technologies for people affected by Autistic Spectrum Disorders (ASDs).,"University of Pisa, Italy",2011,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20015832,,,,,,,,,,,,,,,,,
Yan He,Integrating LEO Satellite Constellations into Internet Backbone.,"University of Pisa, Italy",2007,,https://etd.adm.unipi.it/theses/available/etd-07172007-151623/,,,,,,,,,,,,,,,,,
Chiara Braghin,Static analysis of security properties in mobile ambients.,"Ca' Foscari University of Venice, Italy",2005,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0025706,,,,,,,,,,,,,,,,,
Laura Carnevali,Formal methods in the development life cycle of real-time software.,"University of Florence, Italy",2010,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=CFI0773377,,,,,,,,,,,,,,,,,
Arianna Bisazza,Linguistically Motivated Reordering Modeling for Phrase-Based Statistical Machine Translation.,"University of Trento, Italy",2013,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD13025017,,,,,,,,,,,,,,,,,
Francesco Battini,Electronic systems for sensor conditioning in automotive applications.,"University of Pisa, Italy",2010,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=CFI0768386, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20015512",,,,,,,,,,,,,,,,,
Stefano Sabatini,An autonomous navigation use case for last mile delivery in urban environments.,"Polytechnic University of Milan, Italy",2019,,https://hdl.handle.net/10589/144281,,,,,,,,,,,,,,,,,
Davide Gadioli,Dynamic application autotuning for self-aware approximate computing.,"Polytechnic University of Milan, Italy",2019,,https://hdl.handle.net/10589/144273,,,,,,,,,,,,,,,,,
Dario Savaresi,Control oriented learning in vehicles.,"Polytechnic University of Milan, Italy",2020,,https://hdl.handle.net/10589/170163,,,,,,,,,,,,,,,,,
Herman Castellan,Code acquisition in third generation mobile communication systems.,"University of Bologna, Italy",2003,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0002474,,,,,,,,,,,,,,,,,
Paolo Dal Checco,"Security, privacy and authentication in shared access to restricted data.","University of Turin, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0027110,,,,,,,,,,,,,,,,,
Roman Fedorov 0001,Exploiting public web content to enhance environmental monitoring.,"Polytechnic University of Milan, Italy",2017,,https://hdl.handle.net/10589/135778,,,,,,,,,,,,,,,,,
Luca Miari,Development of high performance multichannel systems for Time-Correlated Single-Photon Counting applications.,"Polytechnic University of Milan, Italy",2015,,https://hdl.handle.net/10589/100347,,,,,,,,,,,,,,,,,
Emanuela Coller,"Analysis of the PC algorithm as a tool for the inference of gene regulatory networks: evaluation of the performance, modification and application to selected case studies.","University of Trento, Italy",2013,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD15025232,,,,,,,,,,,,,,,,,
Simone Riccardo,Time-gated SPAD systems for visible and near-infrared photon counting.,"Polytechnic University of Milan, Italy",2022,,https://hdl.handle.net/10589/188899,,,,,,,,,,,,,,,,,
Claudio Felicioli,The Emergence of Diversity and Stability: from Biological Systems to Machine Learning.,"University of Pisa, Italy",2009,,https://etd.adm.unipi.it/theses/available/etd-06182009-132802/,,,,,,,,,,,,,,,,,
Mattia Giovanni Campana,Context-Aware Recommender Systems for Opportunistic Environments.,"University of Pisa, Italy",2019,,"https://etd.adm.unipi.it/theses/available/etd-05112019-180434/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20017876",,,,,,,,,,,,,,,,,
Adrian F. Spataru,Decentralized Cloud Computing.,"University of Pisa, Italy",2021,,https://etd.adm.unipi.it/theses/available/etd-03092021-144543/,,,,,,,,,,,,,,,,,
Lyl M. Ciganda Brasca,New Techniques for Reliability Characterization of Electronic Circuits.,"Polytechnic University of Turin, Italy",2013,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD17056031, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD18040448, https://hdl.handle.net/11583/2507391",,,,,,,,,,,,,,,,,
Loris Degioanni,Optimizing network analysis.,"Polytechnic University of Turin, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0005193,,,,,,,,,,,,,,,,,
Gianmarco Rallo,Robustness in data-driven control: theory and automotive applications.,"Polytechnic University of Milan, Italy",2018,,https://hdl.handle.net/10589/137895,,,,,,,,,,,,,,,,,
Alessandra Chiarandini,Parametri per la valutazione dell'usabilitaÌ€ di applicazioni webgis internet.,"University of Trieste, Italy",2005,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0020160,,,,,,,,,,,,,,,,,
Roberto Canegallo,Three dimensional silicon integration.,"University of Bologna, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0021553,,,,,,,,,,,,,,,,,
Paolo Checco,Analytical and numerical methods for studying the dynamics of nonlinear circuits and systems.,"Polytechnic University of Turin, Italy",2005,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0018690,,,,,,,,,,,,,,,,,
Carmelo Cascone,Stateful data plane abstractions for Software-Defined Networks and their applications.,"Polytechnic University of Milan, Italy",2017,,https://hdl.handle.net/10589/134930,,,,,,,,,,,,,,,,,
Edoardo Giacomello,Addressing collaborative machine learning challenges in medical imaging.,"Polytechnic University of Milan, Italy",2022,,https://hdl.handle.net/10589/188696,,,,,,,,,,,,,,,,,
Ronald Chenu-Abente,Knowledge and Artifact Representation in the Scientific Lifecycle.,"University of Trento, Italy",2012,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD12026338,,,,,,,,,,,,,,,,,
Antonio Pinizzotto,Models and Protocols for Resource Optimization in Wireless Mesh Networks.,"University of Pisa, Italy",2011,,https://etd.adm.unipi.it/theses/available/etd-04202011-113717/,,,,,,,,,,,,,,,,,
Emanuele Bellini 0002,Computational techniques for nonlinear codes and Boolean functions.,"University of Trento, Italy",2014,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD15025278,,,,,,,,,,,,,,,,,
Faisal Ahmed Memon,Silicon oxycarbide technology for integrated photonics.,"Polytechnic University of Milan, Italy",2018,,https://hdl.handle.net/10589/141259,,,,,,,,,,,,,,,,,
Stefano Marelli,Analysis and development of electrochemical model-based state estimation algorithms for Li-ion batteries.,"Polytechnic University of Milan, Italy",2019,,https://hdl.handle.net/10589/144222,,,,,,,,,,,,,,,,,
Alberto Dei,Analysis and modeling of sample & hold circuits and data conversion systems.,"University of Genoa, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0008158,,,,,,,,,,,,,,,,,
Federico Caramanica,Innovative methodologies for the synthesis of large array antennas for communications and space applications.,"University of Trento, Italy",2011,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD12026273,,,,,,,,,,,,,,,,,
Amir Masoud Ghalamzan Esfahani,Towards robot learning from demonstration: a view inspired from observational learning.,"Polytechnic University of Milan, Italy",2015,,https://hdl.handle.net/10589/109904,,,,,,,,,,,,,,,,,
Alberto Corradin,Modeling and analysis of a retroviral gene circuit.,"University of Padua, Italy",2010,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=CFI0781139,,,,,,,,,,,,,,,,,
Andrea Bonfanti,Meccanismi di conversione del rumore di bassa frequenza in rumore di fase in oscillatori LC-tuned completamente integrati.,"Polytechnic University of Milan, Italy",2003,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0000355,,,,,,,,,,,,,,,,,
Stefano Grillanda,Devices and technologies for large-scale integrated photonics control.,"Polytechnic University of Milan, Italy",2014,,https://hdl.handle.net/10589/98029,,,,,,,,,,,,,,,,,
Niccolo Castellani,TCAD modeling of performance and reliability of nano-scale memory devices.,"Polytechnic University of Milan, Italy",2014,,https://hdl.handle.net/10589/89506,,,,,,,,,,,,,,,,,
Giovanni Meroni,Artifact-driven business process monitoring.,"Polytechnic University of Milan, Italy",2018,,https://hdl.handle.net/10589/141243,,,,,,,,,,,,,,,,,
Andrea Tirinzoni,Exploiting structure for transfer in reinforcement learning.,"Polytechnic University of Milan, Italy",2021,,https://hdl.handle.net/10589/171185,,,,,,,,,,,,,,,,,
Chiara Gianoli,4D PET-based treatment verification in ion beam therapy : reconstruction and optimization strategies.,"Polytechnic University of Milan, Italy",2013,,https://hdl.handle.net/10589/74333,,,,,,,,,,,,,,,,,
Moreno Carullo,Web content mining with multi-source machine learning for intelligent web agents.,"University of Insubria, Italy",2011,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20013684, https://hdl.handle.net/11383/2090208",,,,,,,,,,,,,,,,,
Andrea Giovanni Cutti,Motion analysis assessment of upper extremity motor ability.,"University of Bologna, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0021295,,,,,,,,,,,,,,,,,
Fabio Valsecchi,Interactive Visualization of Semantic Web Data.,"University of Pisa, Italy",2017,,https://etd.adm.unipi.it/theses/available/etd-01102017-094536/,,,,,,,,,,,,,,,,,
Mahmoud Fakhry,Exploiting spatial and spectral information for audio source separation and speaker diarization.,"University of Trento, Italy",2016,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD17025660,,,,,,,,,,,,,,,,,
Andrea Di Biagio,Synchronization and data distribution optimization for distributed shared memory multiprocessors.,"Polytechnic University of Milan, Italy",2011,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=CFI0775108,,,,,,,,,,,,,,,,,
Tito Bassani,Granger causality analysis in depressed baroreflex regulation conditions.,"Polytechnic University of Milan, Italy",2012,,https://hdl.handle.net/10589/56660,,,,,,,,,,,,,,,,,
Giorgio Maria Tosi-Beleffi,All optical signal regeneration based on non linear optical effects.,"University of Rome Tor Vergata, Italy",2006,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0024067,,,,,,,,,,,,,,,,,
Lorenzo Bisi,Algorithms for risk-averse reinforcement learning.,"Polytechnic University of Milan, Italy",2022,,https://hdl.handle.net/10589/182899,,,,,,,,,,,,,,,,,
Anna Pupykina,Memory management techniques for deeply heterogeneous HPC architectures.,"Polytechnic University of Milan, Italy",2020,,https://hdl.handle.net/10589/164564,,,,,,,,,,,,,,,,,
Ahmet Erdem,Exploration and mapping of deep neural networks to low-power hardware accelerators and FPGAs.,"Polytechnic University of Milan, Italy",2020,,https://hdl.handle.net/10589/169430,,,,,,,,,,,,,,,,,
Vincenzo Deufemia,A grammar-based approach to specify and implement visual languages.,"University of Salerno, Italy",2002,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0004228,,,,,,,,,,,,,,,,,
Fabio Catania,Designing and engineering emotion-aware conversational agents to support persons with neuro-developmental disorders.,"Polytechnic University of Milan, Italy",2022,,https://hdl.handle.net/10589/184132,,,,,,,,,,,,,,,,,
Lyl M. Ciganda Brasca,New techniques for reliability characterization of electronic circuits.,"Polytechnic University of Turin, Italy",2013,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BVE0644075,,,,,,,,,,,,,,,,,
Rita Laureanti,Novel approaches for the analysis of atrial activity in ECG recordings of patients with Atrial Fibrillation.,"Polytechnic University of Milan, Italy",2020,,https://hdl.handle.net/10589/170224,,,,,,,,,,,,,,,,,
Stefano Campanelli,Optimization of production lines using advanced CNC interpolation methods and distribution of control logic.,"University of Pisa, Italy",2013,,"https://etd.adm.unipi.it/theses/available/etd-05072013-204815/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BVE0653138, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20016543",,,,,,,,,,,,,,,,,
Jacopo Morosi,Phase-coded Brillouin optical correlation domain analysis for fast and highly-resolved distributed strain and temperature monitoring.,"Polytechnic University of Milan, Italy",2018,,https://hdl.handle.net/10589/137868,,,,,,,,,,,,,,,,,
Marco Gadola,Navigation-grade NEMS gyroscopes.,"Polytechnic University of Milan, Italy",2021,,https://hdl.handle.net/10589/177099,,,,,,,,,,,,,,,,,
Niccolo Calandri,Advanced single-photon detectors in semiconductors and superconductors.,"Polytechnic University of Milan, Italy",2017,,https://hdl.handle.net/10589/132090,,,,,,,,,,,,,,,,,
Marco Conti,Development of artificial intelligence systems for electrical insulation defect identification through partial discharge measurements.,"University of Bologna, Italy",2004,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BNI0009102,,,,,,,,,,,,,,,,,
Paolo Denti,Nonlinear mixed-effects modeling of glucose-insulin metabolism.,"University of Padua, Italy",2009,,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=CFI0782519,,,,,,,,,,,,,,,,,
Carlo Bertolli,Fault Tolerance for High-Performance Applications Using Structured Parallelism Models.,"University of Pisa, Italy",2008,,"https://etd.adm.unipi.it/theses/available/etd-10082008-113937/, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20014910",,,,,,,,,,,,,,,,,
Edoardo Paone,Design space exploration of openCL applications on heterogeneous parallel platforms.,"Polytechnic University of Milan, Italy",2014,,https://hdl.handle.net/10589/98543,,,,,,,,,,,,,,,,,
Francesco Caponio,Advanced digital techniques and electronic architectures for high performance scientific measurements.,"Polytechnic University of Milan, Italy",2014,,https://hdl.handle.net/10589/89462,,,,,,,,,,,,,,,,,
Kostas Tavlaridis-Gyparakis,Decomposition Techniques for Large-Scale Energy Optimization Problems.,"University of Pisa, Italy",2018,,https://etd.adm.unipi.it/theses/available/etd-04112018-122433/,,,,,,,,,,,,,,,,,
Marco Cannizzaro,Robust and Efficient Globally-Asynchronous Locally-Synchronous (GALS) digital design.,"Polytechnic University of Turin, Italy",2014,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD18040558, https://hdl.handle.net/11583/2527691",,,,,,,,,,,,,,,,,
Rudi Lussana,Time-of-Flight CMOS single-photon cameras for high frame rate 2D imaging and 3D ranging.,"Polytechnic University of Milan, Italy",2017,,https://hdl.handle.net/10589/132111,,,,,,,,,,,,,,,,,
Francesca Cucchi,Variability-aware design of CMOS nanopower reference circuits.,"University of Pisa, Italy",2013,,"https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=BVE0653135, https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=TD20016536",,,,,,,,,,,,,,,,,
Alberto Bernardini,Advances in wave digital modeling of linear and nonlinear systems.,"Polytechnic University of Milan, Italy",2019,,https://hdl.handle.net/10589/145758,,,,,,,,,,,,,,,,,
Angela Geronazzo,"Smart buildings: a methodological approach to data design, analysis and exploitation.","Polytechnic University of Milan, Italy",2018,,https://hdl.handle.net/10589/137765,,,,,,,,,,,,,,,,,
